Fund,Amc,Product,Aum,Returns 1 Yr,Returns 3 Yr,Returns 5 Yr,Returns 3 Months,Asset Class,Classification Name,Sharpe Ratio 1 Yr,Sharpe Ratio 3 Yr,Sortino 1 Yr,Sortino 3 Yr,Max Drawdown Perc 1yr,Max Drawdown Duration Days 1yr,Max Drawdown Duration Days 3yr,Max Drawdown Perc 3yr,Max Drawdown Time To Recovery Days 1yr,Max Drawdown Time To Recovery Days 3yr,Expense Ratio,Fund Manager,Inception Date,Pb Ratio,Pe Ratio,Returns Since Inception,Std 1 Yr,Std 3 Yr,Treynor Ratio 1 Yr,Treynor Ratio 3 Yr,Alpha 1 Yr,Alpha 3 Yr,Benchmark Name,Beta 1 Yr,Beta 3 Yr,Scheme Rolling Min 1 Yr,Scheme Rolling Negative 1 Yr,Scheme Rolling Negative 3 Yr,Scheme Rolling Negative 5 Yr,Scheme Rolling Neutral 1 Yr,Scheme Rolling Neutral 3 Yr,Scheme Rolling Neutral 5 Yr,Scheme Rolling Positive 1 Yr,Scheme Rolling Positive 3 Yr,Scheme Rolling Positive 5 Yr
Mansi share-seven islands PMS,Mansi Share and Stock Broking  Private Limited,PMS,157.97,0.43,14.86,17.59,1.07,Equity,Equity: Multi Cap,-0.15,,-0.15,,-24.68,29,,,215,,,MR HEMANT C SHAH,5-Jan-23,3.1,19.3,11.95,26.09,,-2.47,,-4.87,,S&P BSE 500 Total Return Index,1.63,,-14.65,18.77,,,0,,,81.23,,
Marcellus -MeritorQ - PMS,Marcellus Investment Managers,PMS,49.06,0.16,,,-0.51,Equity,Equity: Multi Cap,-0.3,0.76,-0.39,1.39,-17.57,77,133,-91.15,,,,Mr. Omkar Sawant,15-Nov-22,,30.1,16.03,14.91,14.31,-4.56,,-4.97,,S&P BSE 500 Total Return Index,0.98,,-88.65,8.51,,,1.67,,,89.82,,
Wallfort-Ameya Fund,Wallfort PMS and Advisory Services LLP,PMS,110.81,-6.64,,,-0.51,Equity,Equity: Mid & Small Cap,-0.69,,-1.3,,,,,,,,,Vijay Bharadia,7-Dec-22,,,42.3,16.43,,-17.64,,-11.59,,S&P BSE 500 Total Return Index,0.64,,31.83,0,,,0,,,100,,
AXIS SECURITIES KAIZEN,Axis Securities Ltd,PMS,547.52,-8.3,,,-3.37,Equity,Equity: Multi Cap,-0.8,,-1.15,,-18.7,82,,,,,,Naveen Kulkarni,15-Jun-23,5.12,42.78,20.38,16.32,,-12.16,,-13.57,,S&P BSE 500 Total Return Index,1.07,,-14.14,19.41,,,0.4,,,80.2,,
MoneyGrow Asset--Bespoke,MoneyGrow Asset Private Ltd.,PMS,125.16,9.84,,,1.86,Equity,Equity: Flexi Cap,0.32,,0.68,,-13.26,87,,,63,,,Manish Gupta,13-Apr-23,,,22.61,15.22,,5.28,,4.37,,NIFTY 50 Total Return Index,0.92,,-2.28,1.58,,,2.99,,,95.42,,
MoneyGrow Asset-Large Midcap,MoneyGrow Asset Private Ltd.,PMS,85.18,10.17,,,5.58,Equity,Equity: Flexi Cap,0.36,,0.93,,-13.23,87,,,63,,,Manish Gupta,11-Apr-23,,,22.38,13.52,,5.62,,4.47,,NIFTY 50 Total Return Index,0.88,,-2.5,0.88,,,2.28,,,96.84,,
Nuvama Absolute Return Strategy,Nuvama Asset Management Ltd.,PMS,809.96,9.86,,,2.36,Debt,Debt,0.95,,1.52,,,,,,,,,Naveen Baid,6-Jun-23,,,12.03,5.11,,,,,,CRISIL Composite Bond Index,,,7.51,0,,,0,,,100,,
Dynamic Equities-Emerging,Dynamic Equities Pvt Ltd,PMS,,-28.55,,,-1.19,Equity,Equity: Small Cap,-1.01,,-1.24,,-43.27,139,,,,,,Shailesh Saraf,29-Apr-24,,,-28.55,32.51,,-28.91,,-39.22,,NIFTY 50 Total Return Index,1.14,,-29.98,100,,,0,,,0,,
Dynamic Equities-PSU,Dynamic Equities Pvt Ltd,PMS,0.07,,,,-16.78,Equity,Sectoral,,,,,,,,,,,,Shailesh Saraf,5-Feb-24,,,-2.51,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
THINQWISE INDIA LONG TERM FUND,THINQWISE WEALTH MANAGERS LLP,PMS,35.43,0.67,,,-0.1,Equity,Equity: Flexi Cap,-0.1,,-0.14,,-24.77,88,,,,,,SAHIL DOSHI,23-Jun-23,,,13.87,23.56,,-1.88,,-5.26,,NIFTY 50 Total Return Index,1.25,,-5.78,12.88,,,10.26,,,76.86,,
WhiteOak Capital Digital Leaders,White Oak Capital Management LLP,PMS,88.36,8,14.1,,3.4,Equity,Thematic,0.22,0.6,0.33,1.04,-18.81,112,112,-18.81,204,204,,White Oak Capital Management Consultants LLP,5-Jan-22,6.27,48.25,5.9,16.38,14.43,3.56,9.07,3.11,-1.18,S&P BSE 500 Total Return Index,1.02,0.95,-24.04,12.51,0,,1.55,0,,85.94,100,
Ayan-PriceBridge Top 100 Equity,Ayan Analytics Pvt Ltd,PMS,16.13,4.65,,,3.02,Equity,Equity: Large Cap,-0.03,,-0.05,,-11.89,75,,,77,,,"Mahesh Gowande, Swapnil Kulkarni",1-Jan-24,4.03,26.26,9.46,12.42,,-0.34,,-2.77,,NIFTY 50 Total Return Index,1.03,,-7.32,67.39,,,18.48,,,14.13,,
Concept Investwell - Legend Flexi,Concept Investwell Pvt Ltd,PMS,0.81,1.39,,,2.18,Equity,Equity: Multi Cap,-0.28,,-0.55,,-12.62,83,,,98,,,HemantKumar Ishwarlal Desai,9-Apr-24,3.76,23.23,9.45,12.46,,-4.29,,-3.97,,S&P BSE 500 Total Return Index,0.83,,-10.19,73.17,,,2.44,,,24.39,,
ValPro Balanced B,Value Prolific Investments and Consulting Private Limited,PMS,3.86,3.8,9.29,,5.42,Equity,Equity: Large & Mid Cap,-0.1,0.3,-0.33,0.43,-14.46,117,104,-22.91,99,281,,Anshuman Khanna,5-Jul-21,6.18,36.14,3.65,11.98,14.67,-1.69,4.35,-2.99,-3.78,NIFTY 50 Index,0.74,1,-27.31,48.22,2.49,,4.46,1.87,,47.32,95.63,
ValPro Conserve C,Value Prolific Investments and Consulting Private Limited,PMS,0,-8.94,13.76,,-4.66,Equity,Equity: Large Cap,-1.09,0.58,-1.84,1.28,-18.1,189,193,-19.24,,,,Anshuman Khanna,14-Apr-21,,,6.92,13.07,14.11,-15.06,8.22,-6.24,-0.09,NIFTY 50 Index,0.95,0.99,-15.23,35.41,0,,3.8,0,,60.79,100,
Pace-smart alpha,Pace Financial Investment Adviser Pvt Ltd,PMS,3.46,7.55,,,4.01,Multi Asset,Multi Asset,0.19,,0.16,,-12.53,82,,,140,,,Amit Goel,31-Jul-24,,,8.63,12.35,,1.7,,-5.87,,NSE Multi Asset Index 1,1.4,,2.98,0,,,0,,,100,,
GEOJIT-BEACON PORTFOLIO,Geojit Financial Services Ltd,PMS,193.91,-4.51,,,0.41,Equity,Equity: Flexi Cap,-0.54,,-0.74,,-19.82,117,,,,,,PAWAN BANSHI PARAKH ,26-Jul-24,,,-5.84,16.98,,-8.5,,-9.74,,S&P BSE 500 Total Return Index,1.08,,-15.36,100,,,0,,,0,,
Ambit Build India,Ambit Global Private Client,PMS,54.73,-12.59,,,-0.09,Equity,Thematic,-0.56,,-0.67,,-30.23,76,,,,,,Umesh Gupta,15-Jan-24,5.75,39,14.91,26.59,,-9.43,,-18.72,,NIFTY 50 Total Return Index,1.59,,-17.31,48.11,,,3.44,,,48.45,,
GREEN PORTFOLIO - The Green Ethical Fund,Green Portfolio Pvt Ltd,PMS,26.05,0.98,,,0.14,Equity,Thematic,-0.27,,-0.26,,-20.79,109,,,,,,Divam Sharma,27-Jun-24,7.4,57.4,3.56,17.63,,-4.96,,-5.26,,S&P BSE 500 Total Return Index,0.96,,-5.36,40.94,,,18.11,,,40.94,,
HSBC Aspire Portfolio,HSBC Asset Management (India) Private Limited,PMS,60.44,-1.58,,,2.45,Equity,Equity: Mid & Small Cap,-0.28,,-0.32,,-23.03,82,,,,,,Sheetalkumar Shah,21-Sep-23,4.03,31.99,13.17,19.38,,-4.65,,-6.07,,S&P BSE 500 Total Return Index,1.18,,-9.73,43.24,,,10.07,,,46.68,,
INVESQ MULTICAP OPPORTUNITIES PORTFOLIO,INVESQ INVESTMENT MANAGERS LLP,PMS,132.49,-0.65,,,-0.78,Equity,Equity: Multi Cap,-0.27,,-0.36,,,,,,,,,AASHISH JAYANT UPGANLAWAR,31-May-24,4.86,28.7,9.79,17.74,,-4.74,,-5.35,,S&P BSE 500 Total Return Index,1.02,,,,,,,,,,,
ELEVER INVESTMENT ADVISER PRIVATE LIMITED - FACTORALPHA PMS,ELEVER INVESTMENT ADVISER PRIVATE LIMITED,PMS,16.75,-8.08,,,-0.31,Equity,Equity: Flexi Cap,-0.9,,-0.96,,-19.49,77,,,,,,Karan,16-Oct-24,,,-10.86,14.54,,-15.44,,-13.46,,S&P BSE 500 Total Return Index,0.84,,-10.62,100,,,0,,,0,,
BIN73 SUNRISEALPHA,WAYA FINANCIAL TECHNOLOGIES PRIVATE LIMITED,PMS,41.55,,,,-0.89,Equity,Equity: Mid & Small Cap,0.15,,0.25,,-22.93,60,,,119,,,Amit Vora,19-Nov-24,5.77,33.65,6.92,26.48,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
MoneyBee-QUEENBEE,MoneyBee Securities Pvt Ltd.,PMS,108.47,-18.16,23.81,43.99,-5.98,Equity,Equity: Mid & Small Cap,,,,,,,,,,,,Dhiren Shah,1-Aug-07,,,20.42,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Aurum Multiplier Portfolio,Nine Rivers Capital,PMS,25.9,12.2,24.8,27,4.2,Equity,Equity: Multi Cap,0.41,1.18,0.73,2.39,-13.78,91,121,-18.37,92,122,,"Sandeep Daga, Pragati Khadse, Kunal Sabnis",13-Dec-19,,,19.1,17.95,15.05,7.16,19.93,6.82,8.59,S&P BSE 500 Total Return Index,1.03,0.89,-7.83,9.41,0,0,3.47,0,0,87.11,100,100
AlphaaMoney Equity+,PRP EDGE WEALTH ADVISORS PRIVATE LIMITED,PMS,0.75,14.64,,,8.54,Equity,Other: ETFs,0.75,,0.75,,-13.02,112,,,107,,,Mr Paramjeet Singh,13-Oct-23,7.32,0,22.07,11.66,,11.47,,6.94,,NIFTY 50 Total Return Index,0.76,,1,0,,,0.26,,,99.74,,
Clearview Long Term Partners Fund,Clearview Capital Advisors Private Limited,PMS,31.75,,,,0.87,Equity,Equity: Flexi Cap,,,,,,,,,,,,"Vedant Bagry, Ayush Vimal",6-Dec-24,,,10.95,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Wave-Bloom,Wave Asset Private Limited,PMS,6.39,20.44,,,6.73,Equity,Equity: Flexi Cap,1.86,,6.91,,-6.76,69,,,31,,,Ashwin Agarwal,3-May-24,,,25.39,7.14,,161.27,,13.28,,S&P BSE 500 Total Return Index,0.08,,15.54,0,,,0,,,100,,
Valtrust equity funds,Valtrust Partners LLP,PMS,1.43,7.37,,,4.78,Equity,Equity: Flexi Cap,0.19,,0.27,,-9.14,60,,,122,,,Mr.Vishal Khatri,31-Mar-23,,,26.07,10.24,,3.15,,1.65,,S&P BSE 500 Total Return Index,0.63,,-0.95,0,,,10.5,,,89.5,,
SKG India Value,Pace Financial Investment Adviser Pvt Ltd,PMS,6.8,-23.31,,,1.98,Multi Asset,Multi Asset,-0.89,,-1.89,,-43.68,196,,,,,,,26-Jul-23,,,2.56,30.69,,-13.49,,-25.76,,NSE Multi Asset Index 2,2.03,,-34.75,54.57,,,0,,,45.43,,
EquiPoise Emerging Stars,EquiPoise Capital Management Pvt. Ltd.,PMS,8.77,-2.72,,,-0.64,Equity,Equity: Mid & Small Cap,-0.32,,-0.49,,-21.98,74,,,,,,Ashish Wakankar,28-Aug-24,,,-5.88,20.15,,-5.08,,-7.18,,S&P BSE 500 Total Return Index,1.28,,-10.72,87.69,,,6.15,,,6.15,,
Square 64 - Multicap,Square 64 Capital Advisors LLP,PMS,81.75,-2.1,,,-8.72,Equity,Equity: Multi Cap,-0.09,,-0.16,,-24.99,54,,,112,,,Priyankar Sarkar,31-Oct-24,,,-2.09,32.49,,-1.82,,-3.88,,S&P BSE 500 Total Return Index,1.66,,-2.1,100,,,0,,,0,,
Ambit Investment Advisors - Micro Marvels Portfolio,Ambit Investment Advisors  Limited,PMS,364.75,-12.06,,,-8.5,Equity,Equity: Micro Cap,-0.68,,-0.75,,-22.61,29,,,,,,Bhargav Buddhadev,29-Jul-24,3.48,30.29,-10.78,23.23,,-13.46,,-16.42,,S&P BSE 500 Total Return Index,1.17,,-14.32,100,,,0,,,0,,
Himalaya - EverFlow India Opportunities,Himalaya Investment Advisors LLP,PMS,431.95,14.4,,,0.27,Equity,Equity: Multi Cap,0.55,,1.03,,-16.88,82,,,79,,,Rahul S Agrawal,3-May-23,,,27.89,16.63,,8.74,,8.62,,S&P BSE 500 Total Return Index,1.05,,7.19,0,,,0,,,100,,
Eureka signature approach,Eureka Portfolio Management Services,PMS,62.02,4.39,23.54,22.61,4.32,Equity,Equity: Mid Cap,0.02,1,0.03,1.78,-20.6,80,214,-22.93,,,,AKHIL SOMANI,1-Nov-17,3.23,41.16,10.67,19.16,17.04,0.3,15.2,-0.27,5.5,S&P BSE 500 Total Return Index,1.23,1.12,-38.59,34.77,9.09,0,3.99,1.04,0,61.24,89.87,100
Ayan- PriceBridge Samvruddhi,Ayan Analytics Pvt Ltd,PMS,5.32,,,,1,Equity,Equity: Flexi Cap,,,,,,,,,,,,Mahesh Gowande,5-May-25,2.07,20.9,3.46,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Unifi Insider Shadow*,Unifi Capital Pvt Ltd,PMS,177.98,-4.7,9.91,18.81,-0.19,Equity,Equity: Mid Cap,,,,,,,,,,,,Sarath K Reddy,31-May-10,,,14.49,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
CAPITAL MIND-All Weather Equity,Capitalmind,PMS,243.59,5.68,18.88,,3.25,Equity,Equity: Multi Cap,0.06,1.05,0.08,1.66,-12.07,60,121,-16.17,122,245,,Krishna Appala,8-Jul-22,,,20.31,13.65,11.86,0.75,13.36,-1.67,4.89,NIFTY 50 Total Return Index,1.04,0.93,-2.92,7.2,0,,3.66,0,,89.14,100,
CAPITAL MIND-SmartCore,Capitalmind,PMS,17.5,,,,3.52,Equity,Equity: Multi Cap,,,,,,,,,,,,Krishna Appala,29-Jan-25,,,15.45,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
ELEVER INVESTMENT ADVISER PRIVATE LIMITED - FACTORCAPRO PMS,ELEVER INVESTMENT ADVISER PRIVATE LIMITED,PMS,3.4,,,,1.68,Multi Asset,Equity: Multi Cap,,,,,,,,,,,,Karan,17-Jul-25,,,1.81,,,,,,,NSE Multi Asset Index 2,,,,,,,,,,,,
AMALTAS KEYSTONE FUND,AMALTAS ASSET MANAGEMENT LLP.,PMS,36.7,,,,-6.21,Equity,Equity: Flexi Cap,,,,,,,,,,,,CHAITANYA SHAH,17-Jan-25,,,-0.91,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
pace-Senya Maximizer,Pace Financial Investment Adviser Pvt Ltd,PMS,2.27,16.35,,,4.27,Equity,Multi Asset,,,,,,,,,,,,,4-Dec-22,0,0,16.04,,,,,,,NSE Multi Asset Index 1,,,12.15,0,,,0,,,100,,
Anand Rathi Advisors - Alpha 1 Strategy,Anand Rathi Advisors,PMS,10.17,3.26,,,3.01,Equity,Equity: Flexi Cap,-0.16,,-0.21,,-17.09,82,,,238,,,Mayur Shah,12-Apr-23,3.19,22.67,23.07,16.15,,-2.42,,-3.15,,S&P BSE 500 Total Return Index,1.08,,-6.01,15.29,,,7.03,,,77.68,,
Phillip Income Builder Portfolio,Phillip Capital India Pvt Ltd,PMS,278.56,11.75,,,2.56,Debt,Debt,5.35,,,,,,,,,,,Nishit Shah,28-Aug-23,,,14.97,1.03,,55.71,,5.37,,Crisil Composite Bond Fund Index,0.1,,11.53,0,,,0,,,100,,
Unifi Blended - Rangoli,Unifi Capital Pvt Ltd,PMS,14241.73,-0.07,13.51,21.69,-0.86,Equity,Equity: Flexi Cap,-0.24,0.57,-0.46,1.01,-14.89,60,152,-17.06,122,122,,E. Prithvi Raj,7-Jun-17,,,19.16,17.55,14.22,-3.68,8.36,-4.89,-1.88,S&P BSE 500 Total Return Index,1.17,0.96,-24.03,20.37,0,0,6.94,0,0,72.7,100,100
Alphaa Better Risk Reward 30 stocks,PRP EDGE WEALTH ADVISORS PRIVATE LIMITED,PMS,7.39,4.09,,,0.82,Equity,Equity: Flexi Cap,-0.07,,-0.11,,-12.62,74,,,118,,,Mr Jyoti Prakash,1-Sep-23,4.33,27.87,16.39,12.6,,-1.03,,-2.99,,NIFTY 50 Total Return Index,0.89,,-7.53,19.91,,,9.6,,,70.49,,
Prithvi Balanced Portfolio,Prithvi Finmart Private Limited,PMS,165.19,-8.26,,,1.59,Equity,Equity: Multi Cap,-0.5,,-0.65,,-27.74,117,,,,,,Janak Kotecha,11-Jul-23,5.07,39.98,23.67,23.54,,-8.86,,-12.33,,S&P BSE 500 Total Return Index,1.32,,-12.73,32.36,,,6.05,,,61.59,,
Bonanza Multicap,Bonanza Portfolio Ltd,PMS,12.59,-9.62,21.2,31.25,-4.86,Equity,Equity: Multi Cap,-0.39,0.63,-0.55,1.06,-33.4,76,76,-33.4,,,,Achin Goel,5-Jul-18,4.62,30.25,21.49,29.49,27.89,-7.75,13.78,-15.14,7.18,NIFTY 50 Total Return Index,1.5,1.27,-38.26,27.26,0,0,2.16,0,0,70.58,100,100
Ckredence-Business Cycle Fund,Ckredence Wealth Management Pvt. Ltd.,PMS,133.75,3.09,,,3.05,Equity,Equity: Flexi Cap,-0.07,,-0.09,,-17.28,76,,,,,,Kartik Bhaskerray Mehta,10-Nov-23,8.23,40.2,18.88,16.96,,-1.23,,-3.64,,NIFTY 50 Total Return Index,1.02,,-1.77,1.4,,,9.24,,,89.36,,
KEDIA - Multi Cap,Kedia shares & stocks brokers limited,PMS,111.33,0.55,19.58,20.77,2.39,Equity,Equity: Multi Cap,-0.17,0.91,-0.2,1.07,-23.37,77,77,-23.37,,,,Mr. Yashraj Kedia,18-May-19,,,18.26,19.61,14.82,-2.83,14.19,-3.86,3.68,S&P BSE 500 Total Return Index,1.16,0.95,-6.67,4.61,0,0,3.51,0,0,91.88,100,100
Valtrust Momentum,Valtrust Partners LLP,PMS,81.44,-9.48,,,0.61,Equity,Equity: Flexi Cap,-0.54,,-0.62,,-25.58,60,,,,,,Mr.Vishal Khatri,20-Jan-23,,,26.79,23.94,,-9.05,,-13.54,,S&P BSE 500 Total Return Index,1.42,,-18.9,38.71,,,2.76,,,58.53,,
ASK-EOP,ASK Investment Managers,PMS,533.52,-4.46,9.51,16.09,1.02,Equity,Equity: Mid & Small Cap,-0.32,0.29,-0.47,0.43,-23.07,79,152,-24.1,,,,Chetan Thacker,24-Aug-17,5.95,44.63,11.14,23.77,16.84,-4.72,4.43,-8.32,-6.56,S&P BSE 500 Total Return Index,1.59,1.12,-22.02,34.54,0,0,3.39,0,0,62.07,100,100
ASK-IVP,ASK Investment Managers,PMS,83.92,-3.1,7.06,14.09,5.18,Equity,Equity: Multi Cap,-0.33,0.15,-0.39,0.21,-22.95,74,157,-23.57,,,,Mr. Kuldeep Gangwar,20-Nov-19,4.98,37.38,10.79,20.46,15.98,-5.17,2.54,-7.51,-7.5,S&P BSE 500 Total Return Index,1.32,0.97,-15.82,28.15,0,0,3.21,0.09,0,68.64,99.91,100
Alchemy Smart Alpha Small & Micro Cap,Alchemy Capital Management Pvt Ltd,PMS,42.8,-11.1,,,0.9,Equity,Equity: Small Cap,-0.53,,-0.59,,-33.15,111,,,,,,Alok Agarwal,6-Dec-23,,,8.7,26.45,,-9.52,,-14.71,,S&P BSE 500 Total Return Index,1.47,,-20.76,74.32,,,3.02,,,22.66,,
Clockvine Growth Fund,Clockvine Capital Advisors Pvt Ltd,PMS,78.82,-1.28,,,2.79,Equity,Equity: Flexi Cap,-0.28,,-0.32,,-23.17,83,,,,,,Mr. Jasdeep Walia,21-Feb-24,7.34,56.96,14.58,18.69,,-4.45,,-5.88,,S&P BSE 500 Total Return Index,1.19,,-7.01,27.17,,,8.66,,,64.17,,
AlfAccurate Advisors - AAA liquid,AlfAccurate Advisors,PMS,29.99,5.02,4.64,,1.18,Debt,Debt,-6.24,-4.29,,,,,,,,,,RAJESH KOTHARI,29-Jan-21,1.1,0,3.61,0.13,0.28,,,,,CRISIL Composite Bond Index,,,1.36,0,0,,0,0,,100,100,
Abakkus Diversified Alpha Approach,Abakkus Asset Manager Private Limited,PMS,1232.3,2.94,,,4.7,Equity,Equity: Multi Cap,-0.08,,-0.16,,-17.56,83,,,238,,,"Mr. Sunil Singhania, Mr. Aman Chowhan",16-Jan-24,2.92,21.9,10.79,17.33,,-1.25,,-1.99,,S&P BSE 500 Total Return Index,1.13,,-7.32,30.34,,,16.55,,,53.1,,
Turtle Wealth - Profit Mantra,Turtle Wealth Management Pvt Ltd,PMS,18.55,-15.14,25.67,,7.98,Equity,Equity: Flexi Cap,-1.16,0.75,-1.66,1.7,-27.04,214,21,-30.64,,114,,Rohan Mehta,9-Aug-21,4.19,26.56,20.5,17.6,28.44,-22.29,24.33,-14.41,11.57,S&P BSE 500 Total Return Index,0.91,0.87,-19.09,16.27,0,,1.1,0,,82.63,100,
CAPITAL 8 INFINITY FUND,CAPITAL 8 LLP,PMS,129.29,4.82,,,0.7,Equity,Equity: Flexi Cap,-0.22,,-0.28,,-18.11,96,,,,,,PANNA BHANDARI,2-Feb-24,,,23.53,13.32,,-4.32,,-3.34,,S&P BSE 500 Total Return Index,0.69,,-2.9,10.62,,,23.44,,,65.93,,
ATLAS-MOMENTUM 20 PMS FUND,Atlas Integrated Finance Limited,PMS,8.64,,,,-12.56,Equity,Equity: Multi Cap,,,,,,,,,,,,Nilesh Shah,14-May-24,,,2.92,,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Wallfort-Kosh Value Fund,Wallfort PMS and Advisory Services LLP,PMS,5.35,-9.2,,,0.63,Equity,Equity: Mid & Small Cap,-0.6,,-0.77,,,,,,,,,Vijay Bharadia,2-Jul-24,,,-8.12,21.66,,-9.48,,-13.73,,S&P BSE 500 Total Return Index,1.37,,,,,,,,,,,
MULTICAP VALUE FUND,Fortune Wealth Management Company India Pvt Ltd,PMS,361.78,7.04,,,6.47,Equity,Equity: Multi Cap,0.14,,0.33,,,,,,,,,JOSE C ABRAHAM,3-Jun-24,,,8.08,20.49,,2.23,,2.27,,S&P BSE 500 Total Return Index,1.32,,,,,,,,,,,
ProfitGate Classic Compounders Equity Strategy,Profitgate Capital Services LLP,PMS,703.2,6.51,,,8.13,Equity,Equity: Multi Cap,0.13,,0.14,,,,,,,,,Profitgate Capital Services LLP,1-Oct-23,,,21.48,21.44,,2.12,,2.16,,S&P BSE 500 Total Return Index,1.34,,,,,,,,,,,
MoneyGrow Asset-Blend,MoneyGrow Asset Private Ltd.,PMS,7.15,-5.43,,,-2.09,Equity,Equity: Flexi Cap,-0.44,,-0.77,,-23.7,127,,,,,,"Manish Gupta, Viraj Mahadevia",11-Aug-24,,,-8.61,20.92,,-7.4,,-9.8,,NIFTY 50 Total Return Index,1.24,,-16.65,100,,,0,,,0,,
SageOne Large and Midcap Portfolio,SageOne Investment Advisors,PMS,198.21,8.9,23.1,,5.3,Equity,Equity: Large & Mid Cap,0.26,1.12,0.39,1.85,-14.59,74,155,-19.68,98,230,,"Satish Kothari, Kshitij Kaji",1-Apr-22,7,45,20.4,14.66,14.48,3.78,16.46,3.25,6.05,S&P BSE 500 Total Return Index,0.99,0.99,-4.44,2.22,0,,3.49,0,,94.29,100,
Dhanvesttor Faith Fund,Driv Drisht LLP,PMS,24.51,-2.85,,,-0.67,Equity,Equity: Flexi Cap,-0.36,,-0.64,,-18.4,117,,,116,,,Ishan Daga,30-Apr-24,3.23,33.06,8.55,19.09,,-5.67,,-7.56,,S&P BSE 500 Total Return Index,1.22,,-10.23,50.81,,,2.7,,,46.49,,
Incred Focused Healthcare Portfolio,InCred Capital Investment Advisors And Managers Pvt Ltd,PMS,90.13,32.51,,,3.78,Equity,Thematic,1.15,,2.93,,-14.19,75,,,72,,,Aditya Khemkha,18-Jul-23,,,55.9,21.65,,41.13,,24.62,,S&P BSE 500 Total Return Index,0.61,,30.3,0,,,0,,,100,,
ELEVER INVESTMENT ADVISER PRIVATE LIMITED - FACTORSHIELDS PMS,ELEVER INVESTMENT ADVISER PRIVATE LIMITED,PMS,4.69,-2.8,,,-0.92,Equity,Equity: Flexi Cap,-0.78,,-1.07,,-10.17,79,,,,,,Karan,16-Oct-24,,,-4.43,10.3,,-14.74,,-8.27,,S&P BSE 500 Total Return Index,0.54,,-3.63,100,,,0,,,0,,
Purnartha One Strategy,Purnartha Investment Advisers Pvt Ltd.,PMS,11.17,7.77,,,1.4,Multi Asset,Multi Asset,0.21,,0.26,,-8.82,60,,,92,,,Mohit Khanna,4-Sep-23,3.24,28.55,9.83,12.4,,1.67,,-0.9,,NSE Multi Asset Index 2,1.55,,0.52,0,,,7.79,,,92.21,,
Unifi BCAD-2-BREAKOUT 20,Unifi Capital Pvt Ltd,PMS,2560.57,-1.82,12.69,,-1.51,Equity,Equity: Mid Cap,-0.34,0.58,-0.62,1.02,-16.41,60,152,-18.14,122,122,,BAIDIK SARKAR,14-Jan-22,,,13.31,17.65,14.72,-5.17,,-6.63,,S&P BSE 500 Total Return Index,1.17,,-7.44,18.48,,,4.92,,,76.6,,
All-Star Leaders,Arthya Wealth and Investments Pvt Ltd,PMS,3.96,30.8,,,1.7,Equity,Equity: Multi Cap,,,,,,,,,,,,Bhaskar Bukrediwala,3-Jul-23,,,,,,,,,,NIFTY 50 Total Return Index,,,,,,,,,,,,
Qode Future Horizons,Qode Advisors LLP,PMS,12.47,,,,3.79,Equity,Equity: Small Cap,-0.27,,-0.27,,-32.5,63,,,,,,Gaurav Didwania,13-Nov-24,10.88,33.92,-4.66,26.29,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Qode Tactical Fund,Qode Advisors LLP,PMS,15.07,,,,3.55,Equity,Multi Asset,0.64,,2.26,,-10.35,91,,,33,,,Rishabh Nahar,28-Nov-24,,,11.79,15.47,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
Qode All Weather,Qode Advisors LLP,PMS,94.38,,,,9.03,Equity,Multi Asset,1.75,,6.32,,-5.28,47,,,55,,,Rishabh Nahar,18-Nov-24,,,22.18,11.61,,,,,,S&P BSE 500 Total Return Index,,,,,,,,,,,,
White Oak India Select Equity Portfolio,White Oak Capital Management LLP,PMS,84.4,1,14.4,17.2,-1.3,Equity,Equity: Flexi Cap,-0.19,0.63,-0.45,1.14,-16.71,77,77,-16.71,,,,White Oak Capital Management Consultants LLP,31-Aug-18,5.95,40.01,12.9,17.35,13.95,-3.15,9.96,-3.83,-0.31,S&P BSE 500 Total Return Index,1.05,0.89,-21.26,17.21,0,0,3.5,0,0,79.28,100,100
FIRST--Conservative strategy,Sundaram Alternate Assets Ltd,PMS,5.33,9.04,,,2.05,Debt,Debt,,,,,,,,,,,,P.Sudhakar,26-Jul-24,,,9.47,,,,,,,CRISIL Composite Bond Index,,,,,,,,,,,,
FIRST--Moderate strategy,Sundaram Alternate Assets Ltd,PMS,60.69,9.75,,,2.04,Debt,Debt,,,,,,,,,,,,P.Sudhakar,21-Jun-24,,,10.29,,,,,,,CRISIL Composite Bond Index,,,,,,,,,,,,
